news_article,topic
combosquatting-attack-hides-plain-sight-trick-computer-users.txt,STEM

commerce-departments-innovation-and-entrepreneurship-director-visits-gcmi.txt,STEM

common-probiotic-bacteria-could-help-boost-protection-against-influenza.txt,STEM

companies-selected-new-tech-square-based-venture-firm.txt,STEM

comparison-shows-value-dna-barcoding-selecting-nanoparticles.txt,STEM

computational-tools-will-help-identify-microbes-complex-environmental-samples.txt,STEM

computer-science-roommates-win-georgia-tech-inventure-prize-and-20000.txt,STEM

computer-simulations-shed-light-milky-ways-missing-red-giants.txt,STEM

construction-begin-science-square-life-science-hub.txt,STEM

construction-begins-transformational-coda-project.txt,STEM

construction-work-begins-dec-18-initial-phase-campus-connectivity-plan.txt,STEM

control-system-helps-several-drones-team-deliver-heavy-packages.txt,STEM

control-system-simulator-helps-operators-learn-fight-hackers.txt,STEM

controlling-swarms-robots-finger.txt,STEM

coskun-gets-50000-pilot-grant-spore-study-cell-signaling-lung-cancer.txt,STEM

coskun-receives-186-million-nih-mira-award-map-spatial-molecular-neighborhoods.txt,STEM

cozier-better-bubbles-inside-powerful-volcanoes.txt,STEM

create-x-will-build-students-entrepreneurial-confidence.txt,STEM

creating-next-generation-musical-instruments.txt,STEM

creating-safer-cane.txt,STEM

creating-tools-conserve-our-wildlife.txt,STEM

creative-destruction-lab-joins-georgia-tech-scheller-college-business.txt,STEM

creative-destruction-williams-lab-probes-evolution-proteins.txt,STEM

cross-discusses-state-american-science.txt,STEM

crowdsourcing-could-lead-better-water-rural-india.txt,STEM

cyber-security-georgia-tech-hosts-inaugural-southeastern-cyber-cup.txt,STEM

dance-moves-allow-student-explain-her-thesis.txt,STEM

data-days-2023-empowering-you.txt,STEM

data-days-take-place-october-11-14.txt,STEM

daydreaming-good-it-means-youre-smart.txt,STEM

dean-kaye-husbands-fealing-joins-distinguished-leaders-part-aspen-economic-strategy.txt,liberal arts

dean-search-begins-college-computing.txt,STEM

dean-search-begins-college-engineering.txt,STEM

deans-husbands-fealing-isbell-elected-american-academy-arts-and-sciences.txt,liberal arts

delivering-antibodies-mrna-could-prevent-rsv-infection.txt,STEM

delta-air-lines-touches-down-tech-square-5-million-investment.txt,STEM

delta-officially-opens-new-advanced-manufacturing-facility-georgia-tech.txt,STEM

dense-microgel-suspensions-reveal-silico-what-happens-under-compression.txt,STEM

department-defense-funds-georgia-tech-enhance-us-hypersonics-capabilities.txt,STEM

department-energy-awards-contract-detect-cyber-attacks-utilities.txt,STEM

department-energy-awards-georgia-tech-grant-energyshed-project.txt,STEM

designing-campus-future.txt,liberal arts

developing-new-techniques-repairing-composite-aircraft-components.txt,STEM

devesh-ranjan-selected-2021-governors-teaching-fellow.txt,STEM

devika-singh-2021s-top-bioinformatics-phd-student.txt,STEM

didier-contis-named-interim-chief-information-security-officer-after-jimmy-lummis.txt,STEM

digging-greenland-ice-unraveling-mysteries-earths-harshest-environments.txt,STEM

digital-inspection-portal-uses-ai-and-machine-vision-examine-moving-trains.txt,STEM

digital-tool-helps-hospital-make-important-coronavirus-retest-decisions.txt,STEM

dima-nazzal-elected-chair-georgia-techs-faculty-executive-board.txt,liberal arts

dimitri-mavris-receives-1934-distinguished-professor-award.txt,STEM

diversity-may-be-key-reducing-errors-quantum-computing.txt,STEM

do-it-yourself-medical-devices-and-protective-gear-fuel-battle-against-covid-19.txt,STEM

down-earth-every-day.txt,liberal arts

dream-becomes-reality.txt,STEM

driving-cassini-doctoral-student-controls-spacecraft-missions-final-days.txt,STEM

driving-change-georgia-tech-experts-lead-electrification-americas-roads.txt,STEM

dupuis-selected-benjamin-franklin-medal-recipient.txt,STEM

dynamics-deformable-systems-study-unravels-mathematical-mystery-cable-structures.txt,STEM

early-bottlenecks-developing-biopharmaceutical-products-delay-commercialization.txt,STEM

eaton-brings-lighting-expertise-georgia-techs-internet-things-research-center.txt,STEM

ece-phd-students-win-three-top-paper-awards-src-techcon-2016.txt,STEM

echoes-extinctions-novel-method-unearths-ecosystem-disruptions.txt,STEM

economists-research-reveals-poverty-should-be-measured-more-income-0.txt,liberal arts

economists-research-reveals-poverty-should-be-measured-more-income.txt,liberal arts

elavon-invests-fintech-innovation-georgia-techs-advanced-technology-development.txt,STEM

electrical-engineer-finds-decades-long-fulfillment-challenge-and-success-johns.txt,STEM

elisabeth-mcdonnell-engineer-clean-water-solutions-abroad.txt,STEM

ellen-m-bassett-selected-dean-college-design.txt,STEM

embracing-socratic-paradox-may-lead-more-reliable-predictions-ai-models.txt,STEM

emeka-obikwelu-named-3m-fellow.txt,STEM

emergencies-should-you-trust-robot.txt,STEM

engineered-sand-may-help-cool-electronic-devices.txt,STEM

engineering-georgia-names-four-tech-women-most-influential.txt,STEM

engineering-new-way-feed-gorillas.txt,STEM

engineering-research-center-will-help-expand-use-therapies-based-living-cells-0.txt,STEM

engineering-research-center-will-help-expand-use-therapies-based-living-cells-1.txt,STEM

engineering-research-center-will-help-expand-use-therapies-based-living-cells.txt,STEM

engineers-entrepreneurial-passion-fuels-success-global-farming-and-forestry.txt,STEM

entering-strange-world-ultra-cold-chemistry-0.txt,STEM

entering-strange-world-ultra-cold-chemistry.txt,STEM

enterprise-6-internship-program-applications-open-summer-2024.txt,STEM

event-marks-history-while-embracing-future.txt,liberal arts

expanding-access-while-providing-professional-work-experience.txt,STEM

explore-2022-georgia-tech-annual-reports.txt,STEM

explorers.txt,STEM

extending-origami-untethered-robots-and-morphing-devices.txt,STEM

extraction-largely-unexplored-bodily-fluid-may-provide-new-biomarkers.txt,STEM

faces-manufacturing-2017-profile-industry-heroes.txt,STEM

faces-research-meet-kinsey-herrin.txt,STEM

faculty-executive-leadership-academy-fellows-selected.txt,STEM

faculty-selected-co-investigators-nasa-mission-europa.txt,STEM

fall-2022-ien-seed-grant-winners-announced.txt,STEM

fda-enlists-georgia-tech-establish-best-practices-rna-sequencing.txt,STEM

fda-taps-georgia-tech-help-reduce-cost-making-antibiotics.txt,STEM

fears-promises-and-emerging-tech.txt,liberal arts

filler-serve-interim-executive-director-institute-electronics-and-nanotechnology.txt,STEM

filtration-engineers-offer-advice-do-it-yourself-face-masks.txt,STEM

finally-robust-fuel-cell-runs-methane-practical-temperatures.txt,STEM

finding-better-way-use-cameras-reduce-crime.txt,STEM

finding-flickers-therapeutic-pathway.txt,STEM

firehud-advances-acc-inventure-prize-finals.txt,STEM

firehud-receives-nsf-small-business-grant.txt,STEM

first-generation-college-graduate.txt,liberal arts

fiscal-year-2023-looks-promising.txt,STEM

flametech-grill-defender-wins-2015-inventure-prize.txt,STEM

flesh-eating-leishmania-come-closer-vaccine-against-them-does-too.txt,STEM

flexible-wearable-oral-sodium-sensor-could-help-improve-hypertension-control.txt,STEM

flourishing-communities-collaborative-wins-pit-un-grant.txt,liberal arts

force-strong-amputee-controls-individual-prosthetic-fingers.txt,STEM

forum-addresses-techs-role-economic-development.txt,STEM

four-communities-selected-inaugural-georgia-smart-communities-challenge.txt,STEM

framework-equity-energy-and-environmental-engineering.txt,STEM

frank-neville-named-president-millsaps-college.txt,liberal arts

future-5g-infrastructure-could-be-built-tile-tile.txt,STEM

future-colorfully-lit-mystifying-physics-paint-semiconductors.txt,STEM

future-university-research-subject-march-17-town-hall.txt,STEM

fy24-budget-allocations-provide-support-people-growth-and-performance.txt,STEM

gcmi-and-t3-labs-support-novel-therapy-reduce-heart-injuries.txt,STEM

genomic-study-412-anthrax-strains-provides-new-virulence-clues.txt,STEM

genomics-technique-could-accelerate-detection-foodborne-bacterial-outbreaks.txt,STEM

georgia-aim-co-director-speaks-white-house-equity-event.txt,STEM

georgia-congressman-tours-georgia-techs-advanced-manufacturing-pilot-facility.txt,STEM

georgia-immunoengineering-consortium-aims-improve-immune-response-diseases.txt,STEM

georgia-institute-technology-and-morehouse-school-medicine-announce-collaborative.txt,STEM

georgia-institute-technology-receives-grand-challenges-explorations-grant-bill-0.txt,STEM

georgia-institute-technology-selects-jennifer-bonnett-head-advanced-technology.txt,STEM

georgia-lt-gov-casey-cagle-visits-georgia-tech.txt,STEM

georgia-manufacturers-boost-profits-reduce-long-term-investment.txt,STEM

georgia-manufacturing-extension-partnership-launches-outreach-initiative-food.txt,STEM

georgia-manufacturing-extension-partnership-recruiting-companies-participate-new.txt,STEM

georgia-smart-communities-challenge-selects-four-new-community-projects.txt,STEM

georgia-tech-acquires-historic-biltmore.txt,STEM

georgia-tech-admission-delivers-early-action-1-decisions.txt,STEM

georgia-tech-admission-delivers-early-action-2-decisions.txt,STEM

georgia-tech-aerospace-engineering-graduate-james-mcconville-sworn-armys-top.txt,STEM

georgia-tech-alumnus-m-brian-blake-named-georgia-state-university-president.txt,liberal arts

georgia-tech-among-nations-best-us-news-world-reports-graduate-school-rankings.txt,STEM

georgia-tech-and-pacific-northwest-national-laboratory-strengthen-research-ties.txt,STEM

georgia-tech-announces-new-vice-president-infrastructure-and-sustainability.txt,STEM

georgia-tech-announces-zoom-soft-launch.txt,STEM

georgia-tech-begin-zoom-pilot.txt,STEM

georgia-tech-cdait-hosts-forum-explain-why-iot-sustainability-smart-business.txt,STEM

georgia-tech-co-sponsors-france-atlanta-2020-lineup-virtual-events-0.txt,STEM

georgia-tech-co-sponsors-france-atlanta-2020-lineup-virtual-events.txt,STEM

georgia-tech-collaborates-ibm-develop-software-stacks-quantum-computers.txt,STEM

georgia-tech-continues-lead-among-universities-nationwide-engineering-and-computing.txt,STEM

georgia-tech-digital-media-artists-showcased-atlanta-billboard-exhibit.txt,liberal arts

georgia-tech-dismantle-pervasive-cyberattacks-10-seconds-or-less.txt,STEM

georgia-tech-diversity-equity-and-inclusion-council-formed-further-address-campus.txt,liberal arts

georgia-tech-economic-development-award.txt,STEM

georgia-tech-enrollment-continues-rise-despite-pandemic.txt,STEM

georgia-tech-enter-new-fiscal-year-positive-note.txt,STEM

georgia-tech-entrepreneurship-programs-and-activities-featured-ieee-potentials.txt,STEM

georgia-tech-establishes-division-lifetime-learning-nelson-baker-named-interim-dean.txt,STEM

georgia-tech-establishes-new-cybersecurity-research-effort.txt,STEM

georgia-tech-explore-new-academic-unit-aligns-key-units.txt,STEM

georgia-tech-faculty-members-named-2020-2021-usg-leadership-fellows.txt,liberal arts

georgia-tech-faculty-win-research-awards-advance-concentrated-solar-power.txt,STEM

georgia-tech-finds-11-security-flaws-popular-internet-browsers-using-new-analysis.txt,STEM

georgia-tech-grad-among-white-house-guests-state-union.txt,STEM

georgia-tech-hires-health-it-leader.txt,STEM

georgia-tech-historian-co-authors-book-sports-war-and-pandemic.txt,liberal arts

georgia-tech-honored-economic-development-efforts.txt,STEM

georgia-tech-hosts-acc-inventure-prize.txt,STEM

georgia-tech-hosts-nanowire-week-2023.txt,STEM

georgia-tech-hosts-opening-event-atlanta-science-festival.txt,STEM

georgia-tech-hosts-state-legislative-leaders-atdc-healthtech-summit.txt,STEM

georgia-tech-internet-things-center-offers-perspectives-iot-facilitated-user.txt,STEM

georgia-tech-internet-things-research-center-host-international-conference.txt,STEM

georgia-tech-joins-manufacturing-innovation-institute-flexible-hybrid-electronics.txt,STEM

georgia-tech-joins-mit-led-digital-credentials-consortium-co-authors-new-report.txt,STEM

georgia-tech-joins-new-coalition-aimed-improving-college-admission-process.txt,liberal arts

georgia-tech-joins-us-national-science-foundation-advance-ai-research-and-education.txt,STEM

georgia-tech-lands-seven-yellow-jackets-2017-forbes-30-under-30.txt,STEM

georgia-tech-launch-interdisciplinary-neurosciences-research-program.txt,STEM

georgia-tech-launch-states-first-sustainability-masters-program.txt,STEM

georgia-tech-lead-nasa-center-lunar-research-and-exploration.txt,STEM

georgia-tech-lead-technology-coalition-advance-inclusive-innovation-across-state-0.txt,STEM

georgia-tech-lead-technology-coalition-advance-inclusive-innovation-across-state.txt,STEM

georgia-tech-led-lighting-innovator-wins-2021-queen-elizabeth-prize-engineering.txt,STEM

georgia-tech-martin-luther-king-jr-recognition-event-series-set-2021-0.txt,liberal arts

georgia-tech-martin-luther-king-jr-recognition-event-series-set-2021.txt,liberal arts

georgia-tech-moves-forward-plans-construct-new-student-housing.txt,STEM

georgia-tech-names-eric-vogel-executive-director-institute-materials.txt,STEM

georgia-tech-nmr-center-showcase-new-spectrometers-during-homecoming-week.txt,STEM

georgia-tech-opens-robotics-lab-world.txt,STEM

georgia-tech-part-5-million-grant-funded-center-advance-robotics-poultry-processing.txt,STEM

georgia-tech-plans-tokyo-redesign-using-social-data-including-tweets.txt,STEM

georgia-tech-poet-ilya-kaminsky-awarded-prestigious-academy-american-poets.txt,liberal arts

georgia-tech-poet-ilya-kaminsky-named-finalist-national-book-award.txt,liberal arts

georgia-tech-procurement-assistance-centers-new-instructional-video-and-template.txt,STEM

georgia-tech-professor-chairs-aaas-panel-pandemic-emergency-response.txt,STEM

georgia-tech-professor-offers-tips-planning-air-travel-holiday-season.txt,STEM

georgia-tech-professor-produces-nerdiest-study-2019.txt,STEM

georgia-tech-professor-uses-virtual-reality-move-major-conference-online.txt,STEM

georgia-tech-ranks-among-top-public-universities-latest-undergraduate-rankings.txt,STEM

georgia-tech-receives-65-million-grant-marcus-foundation-tumor-monorail-project.txt,STEM

georgia-tech-receives-bicycle-friendly-university-gold-distinction.txt,STEM

georgia-tech-receives-us-department-commerce-research-grant.txt,STEM

georgia-tech-represented-inaugural-white-house-summit-stemm-equity-and-excellence.txt,STEM

georgia-tech-researcher-honored-alan-t-waterman-award.txt,STEM

georgia-tech-researcher-provides-expert-testimony-congress.txt,STEM

georgia-tech-researchers-awarded-75-million-office-naval-research-secure-stack.txt,STEM

georgia-tech-researchers-develop-more-broadly-protective-coronavirus-vaccine.txt,STEM

georgia-tech-researchers-train-computer-create-games-watching-youtube.txt,STEM

georgia-tech-satellite-successfully-launched-space.txt,STEM

georgia-tech-sciences-engineering-and-space-longtime-campus-partnership-skys-still.txt,STEM

georgia-tech-selects-david-bridges-lead-enterprise-innovation-institute.txt,STEM

georgia-tech-shares-15m-nasa-advance-deep-space-exploration.txt,STEM

georgia-tech-starter-offers-alternative-funding-method-medical-research.txt,STEM

georgia-tech-student-builds-life-saving-robots.txt,STEM

georgia-tech-students-complete-worlds-longest-hopscotch.txt,STEM

georgia-tech-students-develop-stempower-mentor-fourth-and-fifth-grade-girls-stem.txt,STEM

georgia-tech-students-featured-during-cnn-primetime-debate.txt,liberal arts

georgia-tech-study-seeks-bring-more-diverse-voices-computing-ethics-education.txt,STEM

georgia-tech-taking-next-step-expand-tech-square-presence.txt,STEM

georgia-tech-trio-selected-national-academy-engineering.txt,STEM

georgia-tech-university-waterloo-forge-partnership-advance-ai-initiatives.txt,STEM

georgia-tech-unveils-new-ai-makerspace-collaboration-nvidia.txt,STEM

georgia-tech-uses-nanotechnology-create-worlds-smallest-ad.txt,STEM

georgia-tech-virginia-tech-u-virginia-win-acc-inventure-prize.txt,STEM

georgia-tech-will-help-manage-does-savannah-river-laboratory.txt,STEM

georgia-tech-wins-commerce-department-grant-develop-ai-manufacturing-economic.txt,STEM

georgia-techs-advanced-technology-development-center-receive-investment-visa.txt,STEM

georgia-techs-autonomous-vehicle-research-gets-real-world-boost-through-partnership.txt,STEM

georgia-techs-center-study-women-science-and-technology-host-2021-distinguished-0.txt,STEM

georgia-techs-center-study-women-science-and-technology-host-2021-distinguished.txt,STEM

georgia-techs-economic-impact-grows-nearly-42-billion-fiscal-year-2021.txt,STEM

georgia-techs-landscape-services-earns-accreditation-grounds-management.txt,STEM

going-back-basics-yields-printable-transparent-plastic-thats-highly-conductive.txt,STEM

going-flow.txt,STEM

good-dog-lassie-spirit-learns-walk-moon.txt,STEM

gosden-named-executive-chief-staff-office-executive-vice-president-research.txt,STEM

gravitational-waves-detected-again.txt,STEM

great-package-race-returns.txt,STEM

grubert-contributes-new-report-path-equitable-energy-transition.txt,STEM

gt-1000-gt-2000-seek-team-leaders.txt,liberal arts

gtri-celebrates-grand-opening-cobb-county-research-facility-south-campus.txt,STEM

gtri-graduate-student-fellowship-expands.txt,STEM

gtri-host-7th-national-seaperch-challenge-underwater-robotics-championships.txt,STEM

gtri-interns-create-portable-modular-medical-imaging-devices-remote-places.txt,STEM

gtri-works-enhance-ev-battery-reuse-and-recycling-georgia.txt,STEM

gulf-mexico-study-finds-microbes-thriving-above-natural-oil-seeps.txt,STEM

hackgt-fast-tracks-student-inventors.txt,STEM

hair-spacing-keeps-honeybees-clean-during-pollination.txt,STEM

hairy-situation-hair-increases-surface-area-animals-100-times-0.txt,STEM

hearing-explosions-north-korea.txt,STEM

hearing-snap-crackle-pop-may-help-heal-your-knee.txt,STEM

helicopter-display-emulator-facilitates-system-testing.txt,STEM

helix-dna-fame-may-have-arisen-startling-ease.txt,STEM

heme-poisonous-nutrient-tracked-green-lantern-sensor.txt,STEM

hertz-launches-electric-vehicle-pilot-program-georgia-tech-employees.txt,STEM

hidden-georgia-tech-biological-sciences-prep-lab.txt,STEM

high-temperature-step-step-process-makes-graphene-ethene.txt,STEM

hispanic-and-latinx-heritage-president-angel-cabrera-representation-mentoring.txt,STEM

holiday-reading-recommendations.txt,liberal arts

hollister-lab-develops-3d-printing-soft-tissue-engineering.txt,STEM

home-again-after-coming-back-earth.txt,STEM

home-away-home-holidays.txt,STEM

home-depot-opens-technology-center-georgia-tech.txt,STEM

home-holidays-know-travel-risks-you-go.txt,STEM

homecoming-events-begin-weekend.txt,STEM

honoring-georgias-manufacturing-industry-0.txt,STEM

how-communication-among-cells-affects-development-multicellular-tissue.txt,STEM

how-elephant-uses-its-trunk-eat.txt,STEM

how-generative-ai-will-transform-knowledge-work.txt,liberal arts

how-hawkmoth-sees-hovers-and-tracks-flowers-dark.txt,STEM

howell-named-interim-vice-president-information-technology-and-chief-information.txt,STEM

human-brains-meticulous-interface-bloodstream-now-precision-chip.txt,STEM

human-factors-research-helps-accelerate-mission-planning.txt,STEM

humanitarian-activist-receive-ivan-allen-jr-prize-social-courage.txt,liberal arts

humantech-symposium-identifies-opportunities-challenges-humanities-technological.txt,liberal arts

husbands-fealing-appointed-assistant-director-nsf-directorate-social-behavioral-and.txt,STEM

hydrogel-could-open-new-path-glaucoma-treatment-without-drugs-or-surgery.txt,STEM

hytech-racing-wins-formula-sae-competition.txt,STEM

ien-opens-its-doors-chip-camp.txt,STEM

if-youre-staying-atlanta-spring-break.txt,STEM

imaging-technology-could-unlock-mysteries-childhood-disease.txt,STEM

imlay-foundation-gives-5-million-pediatric-therapies-research.txt,STEM

